canonical_district_id,canonical_name,state,source_name,source_vintage,match_type,confidence,notes
104,Alwar,Rajasthan,Alwar,census_2011,exact,1.0,
241,North Sikkim,Sikkim,North Sikkim,census_2011,exact,1.0,
143,Aligarh,Uttar Pradesh,Aligarh,census_2011,exact,1.0,
202,Kasganj,Uttar Pradesh,Kasganj,census_2011,exact,1.0,
145,Mathura,Uttar Pradesh,Mathura,census_2011,exact,1.0,
110,Jaipur,Rajasthan,Jaipur,census_2011,exact,1.0,
181,Shrawasti,Uttar Pradesh,Shrawasti,census_2011,exact,1.0,
113,Jodhpur,Rajasthan,Jodhpur,census_2011,exact,1.0,
154,Sitapur,Uttar Pradesh,Sitapur,census_2011,exact,1.0,
105,Bharatpur,Rajasthan,Bharatpur,census_2011,exact,1.0,
144,Hathras,Uttar Pradesh,Hathras,census_2011,exact,1.0,
112,Nagaur,Rajasthan,Nagaur,census_2011,exact,1.0,
201,Etah,Uttar Pradesh,Etah,census_2011,exact,1.0,
155,Hardoi,Uttar Pradesh,Hardoi,census_2011,exact,1.0,
159,Farrukhabad,Uttar Pradesh,Farrukhabad,census_2011,exact,1.0,
242,West Sikkim,Sikkim,West Sikkim,census_2011,exact,1.0,
243,South Sikkim,Sikkim,South Sikkim,census_2011,exact,1.0,
244,East Sikkim,Sikkim,East Sikkim,census_2011,exact,1.0,
147,Firozabad,Uttar Pradesh,Firozabad,census_2011,exact,1.0,
203,West Champaran,Bihar,West Champaran,census_2011,exact,1.0,
184,Siddharthnagar,Uttar Pradesh,Siddharthnagar,census_2011,exact,1.0,
148,Mainpuri,Uttar Pradesh,Mainpuri,census_2011,exact,1.0,
187,Maharajganj,Uttar Pradesh,Maharajganj,census_2011,exact,1.0,
146,Agra,Uttar Pradesh,Agra,census_2011,exact,1.0,
183,Gonda,Uttar Pradesh,Gonda,census_2011,exact,1.0,
176,Barabanki,Uttar Pradesh,Barabanki,census_2011,exact,1.0,
327,Darjeeling,West Bengal,Darjeeling,census_2011,exact,1.0,
109,Dausa,Rajasthan,Dausa,census_2011,exact,1.0,
189,Kushinagar,Uttar Pradesh,Kushinagar,census_2011,exact,1.0,
160,Kannauj,Uttar Pradesh,Kannauj,census_2011,exact,1.0,
157,Lucknow,Uttar Pradesh,Lucknow,census_2011,exact,1.0,
328,Jalpaiguri,West Bengal,Jalpaiguri,census_2011,exact,1.0,
185,Basti,Uttar Pradesh,Basti,census_2011,exact,1.0,
188,Gorakhpur,Uttar Pradesh,Gorakhpur,census_2011,exact,1.0,
186,Sant Kabir Nagar,Uttar Pradesh,Sant Kabir Nagar,census_2011,exact,1.0,
107,Karauli,Rajasthan,Karauli,census_2011,exact,1.0,
204,East Champaran,Bihar,East Champaran,census_2011,exact,1.0,
156,Unnao,Uttar Pradesh,Unnao,census_2011,exact,1.0,
161,Etawah,Uttar Pradesh,Etawah,census_2011,exact,1.0,
106,Dholpur,Rajasthan,Dholpur,census_2011,exact,1.0,
164,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,census_2011,exact,1.0,
162,Auraiya,Uttar Pradesh,Auraiya,census_2011,exact,1.0,
419,Morena,Madhya Pradesh,Morena,census_2011,exact,1.0,
115,Barmer,Rajasthan,Barmer,census_2011,exact,1.0,
177,Ayodhya,Uttar Pradesh,Ayodhya,census_2011,exact,1.0,
163,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,census_2011,exact,1.0,
420,Bhind,Madhya Pradesh,Bhind,census_2011,exact,1.0,
108,Sawai Madhopur,Rajasthan,Sawai Madhopur,census_2011,exact,1.0,
190,Deoria,Uttar Pradesh,Deoria,census_2011,exact,1.0,
206,Sitamarhi,Bihar,Sitamarhi,census_2011,exact,1.0,
120,Tonk,Rajasthan,Tonk,census_2011,exact,1.0,
205,Sheohar,Bihar,Sheohar,census_2011,exact,1.0,
179,Sultanpur,Uttar Pradesh,Sultanpur,census_2011,exact,1.0,
118,Pali,Rajasthan,Pali,census_2011,exact,1.0,
217,Gopalganj,Bihar,Gopalganj,census_2011,exact,1.0,
178,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,census_2011,exact,1.0,
158,Rae Bareli,Uttar Pradesh,Rae Bareli,census_2011,exact,1.0,
165,Jalaun,Uttar Pradesh,Jalaun,census_2011,exact,1.0,
191,Azamgarh,Uttar Pradesh,Azamgarh,census_2011,exact,1.0,
421,Gwalior,Madhya Pradesh,Gwalior,census_2011,exact,1.0,
418,Sheopur,Madhya Pradesh,Sheopur,census_2011,exact,1.0,
192,Mau,Uttar Pradesh,Mau,census_2011,exact,1.0,
172,Fatehpur,Uttar Pradesh,Fatehpur,census_2011,exact,1.0,
193,Ballia,Uttar Pradesh,Ballia,census_2011,exact,1.0,
194,Jaunpur,Uttar Pradesh,Jaunpur,census_2011,exact,1.0,
122,Bhilwara,Rajasthan,Bhilwara,census_2011,exact,1.0,
221,Samastipur,Bihar,Samastipur,census_2011,exact,1.0,
116,Jalore,Rajasthan,Jalore,census_2011,exact,1.0,
121,Bundi,Rajasthan,Bundi,census_2011,exact,1.0,
212,Katihar,Bihar,Katihar,census_2011,exact,1.0,
166,Jhansi,Uttar Pradesh,Jhansi,census_2011,exact,1.0,
423,Shivpuri,Madhya Pradesh,Shivpuri,census_2011,exact,1.0,
127,Kota,Rajasthan,Kota,census_2011,exact,1.0,
170,Banda,Uttar Pradesh,Banda,census_2011,exact,1.0,
195,Ghazipur,Uttar Pradesh,Ghazipur,census_2011,exact,1.0,
174,Kaushambi,Uttar Pradesh,Kaushambi,census_2011,exact,1.0,
223,Khagaria,Bihar,Khagaria,census_2011,exact,1.0,
231,Bhojpur,Bihar,Bhojpur,census_2011,exact,1.0,
175,Prayagraj,Uttar Pradesh,Prayagraj,census_2011,exact,1.0,
232,Buxar,Bihar,Buxar,census_2011,exact,1.0,
331,Dakshin Dinajpur,West Bengal,Dakshin Dinajpur,census_2011,exact,1.0,
332,Malda,West Bengal,Malda,census_2011,exact,1.0,
424,Tikamgarh,Madhya Pradesh,Tikamgarh,census_2011,exact,1.0,
197,Varanasi,Uttar Pradesh,Varanasi,census_2011,exact,1.0,
215,Darbhanga,Bihar,Darbhanga,census_2011,exact,1.0,
214,Saharsa,Bihar,Saharsa,census_2011,exact,1.0,
117,Sirohi,Rajasthan,Sirohi,census_2011,exact,1.0,
171,Chitrakoot,Uttar Pradesh,Chitrakoot,census_2011,exact,1.0,
196,Chandauli,Uttar Pradesh,Chandauli,census_2011,exact,1.0,
198,Bhadohi,Uttar Pradesh,Bhadohi,census_2011,exact,1.0,
128,Baran,Rajasthan,Baran,census_2011,exact,1.0,
352,Sahibganj,Jharkhand,Sahibganj,census_2011,exact,1.0,
233,Kaimur,Bihar,Kaimur,census_2011,exact,1.0,
234,Rohtas,Bihar,Rohtas,census_2011,exact,1.0,
130,Udaipur,Rajasthan,Udaipur,census_2011,exact,1.0,
351,Godda,Jharkhand,Godda,census_2011,exact,1.0,
199,Mirzapur,Uttar Pradesh,Mirzapur,census_2011,exact,1.0,
167,Lalitpur,Uttar Pradesh,Lalitpur,census_2011,exact,1.0,
238,Jamui,Bihar,Jamui,census_2011,exact,1.0,
432,Neemuch,Madhya Pradesh,Neemuch,census_2011,exact,1.0,
225,Banka,Bihar,Banka,census_2011,exact,1.0,
430,Rewa,Madhya Pradesh,Rewa,census_2011,exact,1.0,
429,Satna,Madhya Pradesh,Satna,census_2011,exact,1.0,
458,Guna,Madhya Pradesh,Guna,census_2011,exact,1.0,
237,Nawada,Bihar,Nawada,census_2011,exact,1.0,
236,Gaya,Bihar,Gaya,census_2011,exact,1.0,
459,Ashoknagar,Madhya Pradesh,Ashoknagar,census_2011,exact,1.0,
469,Banaskantha,Gujarat,Banaskantha,census_2011,exact,1.0,
129,Jhalawar,Rajasthan,Jhalawar,census_2011,exact,1.0,
333,Murshidabad,West Bengal,Murshidabad,census_2011,exact,1.0,
200,Sonbhadra,Uttar Pradesh,Sonbhadra,census_2011,exact,1.0,
353,Pakur,Jharkhand,Pakur,census_2011,exact,1.0,
433,Mandsaur,Madhya Pradesh,Mandsaur,census_2011,exact,1.0,
226,Munger,Bihar,Munger,census_2011,exact,1.0,
349,Giridih,Jharkhand,Giridih,census_2011,exact,1.0,
362,Dumka,Jharkhand,Dumka,census_2011,exact,1.0,
463,Singrauli,Madhya Pradesh,Singrauli,census_2011,exact,1.0,
334,Birbhum,West Bengal,Birbhum,census_2011,exact,1.0,
350,Deoghar,Jharkhand,Deoghar,census_2011,exact,1.0,
358,Palamu,Jharkhand,Palamu,census_2011,exact,1.0,
462,Sidhi,Madhya Pradesh,Sidhi,census_2011,exact,1.0,
347,Chatra,Jharkhand,Chatra,census_2011,exact,1.0,
346,Garhwa,Jharkhand,Garhwa,census_2011,exact,1.0,
427,Sagar,Madhya Pradesh,Sagar,census_2011,exact,1.0,
470,Patan,Gujarat,Patan,census_2011,exact,1.0,
428,Damoh,Madhya Pradesh,Damoh,census_2011,exact,1.0,
436,Shajapur,Madhya Pradesh,Shajapur,census_2011,exact,1.0,
443,Vidisha,Madhya Pradesh,Vidisha,census_2011,exact,1.0,
471,Mehsana,Gujarat,Mehsana,census_2011,exact,1.0,
442,Rajgarh,Madhya Pradesh,Rajgarh,census_2011,exact,1.0,
460,Shahdol,Madhya Pradesh,Shahdol,census_2011,exact,1.0,
336,Nadia,West Bengal,Nadia,census_2011,exact,1.0,
363,Jamtara,Jharkhand,Jamtara,census_2011,exact,1.0,
124,Dungarpur,Rajasthan,Dungarpur,census_2011,exact,1.0,
450,Katni,Madhya Pradesh,Katni,census_2011,exact,1.0,
354,Dhanbad,Jharkhand,Dhanbad,census_2011,exact,1.0,
125,Banswara,Rajasthan,Banswara,census_2011,exact,1.0,
431,Umaria,Madhya Pradesh,Umaria,census_2011,exact,1.0,
359,Latehar,Jharkhand,Latehar,census_2011,exact,1.0,
434,Ratlam,Madhya Pradesh,Ratlam,census_2011,exact,1.0,
355,Bokaro,Jharkhand,Bokaro,census_2011,exact,1.0,
361,Ramgarh,Jharkhand,Ramgarh,census_2011,exact,1.0,
444,Bhopal,Madhya Pradesh,Bhopal,census_2011,exact,1.0,
335,Purba Bardhaman,West Bengal,Purba Bardhaman,census_2011,exact,1.0,
400,Koriya,Chhattisgarh,Koriya,census_2011,exact,1.0,
435,Ujjain,Madhya Pradesh,Ujjain,census_2011,exact,1.0,
473,Gandhinagar,Gujarat,Gandhinagar,census_2011,exact,1.0,
474,Ahmedabad,Gujarat,Ahmedabad,census_2011,exact,1.0,
446,Raisen,Madhya Pradesh,Raisen,census_2011,exact,1.0,
340,Purulia,West Bengal,Purulia,census_2011,exact,1.0,
445,Sehore,Madhya Pradesh,Sehore,census_2011,exact,1.0,
364,Ranchi,Jharkhand,Ranchi,census_2011,exact,1.0,
339,Bankura,West Bengal,Bankura,census_2011,exact,1.0,
356,Lohardaga,Jharkhand,Lohardaga,census_2011,exact,1.0,
484,Panchmahal,Gujarat,Panchmahal,census_2011,exact,1.0,
451,Jabalpur,Madhya Pradesh,Jabalpur,census_2011,exact,1.0,
366,Gumla,Jharkhand,Gumla,census_2011,exact,1.0,
485,Dahod,Gujarat,Dahod,census_2011,exact,1.0,
437,Dewas,Madhya Pradesh,Dewas,census_2011,exact,1.0,
461,Anuppur,Madhya Pradesh,Anuppur,census_2011,exact,1.0,
464,Jhabua,Madhya Pradesh,Jhabua,census_2011,exact,1.0,
337,North 24 Parganas,West Bengal,North 24 Parganas,census_2011,exact,1.0,
453,Dindori,Madhya Pradesh,Dindori,census_2011,exact,1.0,
338,Hooghly,West Bengal,Hooghly,census_2011,exact,1.0,
365,Khunti,Jharkhand,Khunti,census_2011,exact,1.0,
452,Narsinghpur,Madhya Pradesh,Narsinghpur,census_2011,exact,1.0,
438,Dhar,Madhya Pradesh,Dhar,census_2011,exact,1.0,
402,Jashpur,Chhattisgarh,Jashpur,census_2011,exact,1.0,
439,Indore,Madhya Pradesh,Indore,census_2011,exact,1.0,
369,Saraikela-Kharsawan,Jharkhand,Saraikela-Kharsawan,census_2011,exact,1.0,
454,Mandla,Madhya Pradesh,Mandla,census_2011,exact,1.0,
357,East Singhbhum,Jharkhand,East Singhbhum,census_2011,exact,1.0,
449,Hoshangabad,Madhya Pradesh,Hoshangabad,census_2011,exact,1.0,
404,Korba,Chhattisgarh,Korba,census_2011,exact,1.0,
368,West Singhbhum,Jharkhand,West Singhbhum,census_2011,exact,1.0,
341,Howrah,West Bengal,Howrah,census_2011,exact,1.0,
367,Simdega,Jharkhand,Simdega,census_2011,exact,1.0,
342,Kolkata,West Bengal,Kolkata,census_2011,exact,1.0,
348,Koderma,Jharkhand,Koderma,census_2011,exact,1.0,
360,Hazaribagh,Jharkhand,Hazaribagh,census_2011,exact,1.0,
220,Vaishali,Bihar,Vaishali,census_2011,exact,1.0,
222,Begusarai,Bihar,Begusarai,census_2011,exact,1.0,
224,Bhagalpur,Bihar,Bhagalpur,census_2011,exact,1.0,
227,Lakhisarai,Bihar,Lakhisarai,census_2011,exact,1.0,
228,Sheikhpura,Bihar,Sheikhpura,census_2011,exact,1.0,
240,Arwal,Bihar,Arwal,census_2011,exact,1.0,
239,Jehanabad,Bihar,Jehanabad,census_2011,exact,1.0,
229,Nalanda,Bihar,Nalanda,census_2011,exact,1.0,
230,Patna,Bihar,Patna,census_2011,exact,1.0,
219,Saran,Bihar,Saran,census_2011,exact,1.0,
218,Siwan,Bihar,Siwan,census_2011,exact,1.0,
216,Muzaffarpur,Bihar,Muzaffarpur,census_2011,exact,1.0,
213,Madhepura,Bihar,Madhepura,census_2011,exact,1.0,
209,Araria,Bihar,Araria,census_2011,exact,1.0,
208,Supaul,Bihar,Supaul,census_2011,exact,1.0,
207,Madhubani,Bihar,Madhubani,census_2011,exact,1.0,
211,Purnia,Bihar,Purnia,census_2011,exact,1.0,
715,Surajpur,Chhattisgarh,Surajpur,census_2011,exact,1.0,
401,Surguja,Chhattisgarh,Surguja,census_2011,exact,1.0,
725,Aravalli,Gujarat,Aravalli,census_2011,exact,1.0,
730,Mahisagar,Gujarat,Mahisagar,census_2011,exact,1.0,
706,Amethi,Uttar Pradesh,Amethi,census_2011,exact,1.0,
140,Ghaziabad,Uttar Pradesh,Ghaziabad,census_2011,exact,1.0,
724,Agar Malwa,Madhya Pradesh,Agar Malwa,census_2011,exact,1.0,
754,Sambhal,Uttar Pradesh,Sambhal,census_2011,exact,1.0,
765,Charkhi Dadri,Haryana,Charkhi Dadri,census_2011,exact,1.0,
774,Alipurduar,West Bengal,Alipurduar,census_2011,exact,1.0,
777,Paschim Bardhaman,West Bengal,Paschim Bardhaman,census_2011,exact,1.0,
775,Kalimpong,West Bengal,Kalimpong,census_2011,exact,1.0,
119,Ajmer,Rajasthan,Ajmer,census_2011,exact,1.0,
329,Cooch Behar,West Bengal,Cooch Behar,census_2011,exact,1.0,
330,Uttar Dinajpur,West Bengal,Uttar Dinajpur,census_2011,exact,1.0,
422,Datia,Madhya Pradesh,Datia,census_2011,exact,1.0,
123,Rajsamand,Rajasthan,Rajsamand,census_2011,exact,1.0,
169,Mahoba,Uttar Pradesh,Mahoba,census_2011,exact,1.0,
425,Chhatarpur,Madhya Pradesh,Chhatarpur,census_2011,exact,1.0,
126,Chittorgarh,Rajasthan,Chittorgarh,census_2011,exact,1.0,
426,Panna,Madhya Pradesh,Panna,census_2011,exact,1.0,
472,Sabarkantha,Gujarat,Sabarkantha,census_2011,exact,1.0,
468,Kutch,Gujarat,Kutch,census_2011,exact,1.0,
475,Surendranagar,Gujarat,Surendranagar,census_2011,exact,1.0,
483,Kheda,Gujarat,Kheda,census_2011,exact,1.0,
482,Anand,Gujarat,Anand,census_2011,exact,1.0,
210,Kishanganj,Bihar,Kishanganj,census_2011,exact,1.0,
727,Morbi,Gujarat,Morbi,census_2011,exact,1.0,
003,Leh,Ladakh,Leh,census_2011,exact,1.0,
004,Kargil,Ladakh,Kargil,census_2011,exact,1.0,
001,Kupwara,Jammu and Kashmir,Kupwara,census_2011,exact,1.0,
009,Bandipora,Jammu and Kashmir,Bandipora,census_2011,exact,1.0,
008,Baramulla,Jammu and Kashmir,Baramulla,census_2011,exact,1.0,
011,Ganderbal,Jammu and Kashmir,Ganderbal,census_2011,exact,1.0,
014,Anantnag,Jammu and Kashmir,Anantnag,census_2011,exact,1.0,
018,Kishtwar,Jammu and Kashmir,Kishtwar,census_2011,exact,1.0,
010,Srinagar,Jammu and Kashmir,Srinagar,census_2011,exact,1.0,
002,Budgam,Jammu and Kashmir,Budgam,census_2011,exact,1.0,
012,Pulwama,Jammu and Kashmir,Pulwama,census_2011,exact,1.0,
005,Punch,Jammu and Kashmir,Punch,census_2011,exact,1.0,
013,Shopiyan,Jammu and Kashmir,Shopiyan,census_2011,exact,1.0,
015,Kulgam,Jammu and Kashmir,Kulgam,census_2011,exact,1.0,
006,Rajouri,Jammu and Kashmir,Rajouri,census_2011,exact,1.0,
017,Ramban,Jammu and Kashmir,Ramban,census_2011,exact,1.0,
020,Reasi,Jammu and Kashmir,Reasi,census_2011,exact,1.0,
016,Doda,Jammu and Kashmir,Doda,census_2011,exact,1.0,
025,Lahaul and Spiti,Himachal Pradesh,Lahaul and Spiti,census_2011,exact,1.0,
023,Chamba,Himachal Pradesh,Chamba,census_2011,exact,1.0,
021,Jammu,Jammu and Kashmir,Jammu,census_2011,exact,1.0,
007,Kathua,Jammu and Kashmir,Kathua,census_2011,exact,1.0,
035,Gurdaspur,Punjab,Gurdaspur,census_2011,exact,1.0,
024,Kangra,Himachal Pradesh,Kangra,census_2011,exact,1.0,
026,Kullu,Himachal Pradesh,Kullu,census_2011,exact,1.0,
038,Hoshiarpur,Punjab,Hoshiarpur,census_2011,exact,1.0,
049,Amritsar,Punjab,Amritsar,census_2011,exact,1.0,
027,Mandi,Himachal Pradesh,Mandi,census_2011,exact,1.0,
034,Kinnaur,Himachal Pradesh,Kinnaur,census_2011,exact,1.0,
029,Una,Himachal Pradesh,Una,census_2011,exact,1.0,
033,Shimla,Himachal Pradesh,Shimla,census_2011,exact,1.0,
037,Jalandhar,Punjab,Jalandhar,census_2011,exact,1.0,
050,Tarn Taran,Punjab,Tarn Taran,census_2011,exact,1.0,
051,Rupnagar,Punjab,Rupnagar,census_2011,exact,1.0,
056,Uttarkashi,Uttarakhand,Uttarkashi,census_2011,exact,1.0,
031,Solan,Himachal Pradesh,Solan,census_2011,exact,1.0,
039,Shahid Bhagat Singh Nagar,Punjab,Shahid Bhagat Singh Nagar,census_2011,exact,1.0,
701,Fazilka,Punjab,Fazilka,census_2011,exact,1.0,
042,Moga,Punjab,Moga,census_2011,exact,1.0,
041,Ludhiana,Punjab,Ludhiana,census_2011,exact,1.0,
057,Chamoli,Uttarakhand,Chamoli,census_2011,exact,1.0,
060,Dehradun,Uttarakhand,Dehradun,census_2011,exact,1.0,
032,Sirmaur,Himachal Pradesh,Sirmaur,census_2011,exact,1.0,
052,S.A.S. Nagar,Punjab,S.A.S. Nagar,census_2011,exact,1.0,
045,Faridkot,Punjab,Faridkot,census_2011,exact,1.0,
040,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,census_2011,exact,1.0,
059,Tehri Garhwal,Uttarakhand,Tehri Garhwal,census_2011,exact,1.0,
055,Chandigarh,Chandigarh,Chandigarh,census_2011,exact,1.0,
044,Sri Muktsar Sahib,Punjab,Sri Muktsar Sahib,census_2011,exact,1.0,
058,Rudraprayag,Uttarakhand,Rudraprayag,census_2011,exact,1.0,
062,Pithoragarh,Uttarakhand,Pithoragarh,census_2011,exact,1.0,
053,Sangrur,Punjab,Sangrur,census_2011,exact,1.0,
054,Barnala,Punjab,Barnala,census_2011,exact,1.0,
046,Bathinda,Punjab,Bathinda,census_2011,exact,1.0,
048,Patiala,Punjab,Patiala,census_2011,exact,1.0,
071,Yamunanagar,Haryana,Yamunanagar,census_2011,exact,1.0,
132,Saharanpur,Uttar Pradesh,Saharanpur,census_2011,exact,1.0,
099,Ganganagar,Rajasthan,Ganganagar,census_2011,exact,1.0,
047,Mansa,Punjab,Mansa,census_2011,exact,1.0,
072,Kurukshetra,Haryana,Kurukshetra,census_2011,exact,1.0,
063,Bageshwar,Uttarakhand,Bageshwar,census_2011,exact,1.0,
068,Haridwar,Uttarakhand,Haridwar,census_2011,exact,1.0,
061,Pauri Garhwal,Uttarakhand,Pauri Garhwal,census_2011,exact,1.0,
073,Kaithal,Haryana,Kaithal,census_2011,exact,1.0,
079,Sirsa,Haryana,Sirsa,census_2011,exact,1.0,
100,Hanumangarh,Rajasthan,Hanumangarh,census_2011,exact,1.0,
074,Karnal,Haryana,Karnal,census_2011,exact,1.0,
064,Almora,Uttarakhand,Almora,census_2011,exact,1.0,
077,Jind,Haryana,Jind,census_2011,exact,1.0,
078,Fatehabad,Haryana,Fatehabad,census_2011,exact,1.0,
134,Bijnor,Uttar Pradesh,Bijnor,census_2011,exact,1.0,
133,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,census_2011,exact,1.0,
080,Hisar,Haryana,Hisar,census_2011,exact,1.0,
066,Nainital,Uttarakhand,Nainital,census_2011,exact,1.0,
075,Panipat,Haryana,Panipat,census_2011,exact,1.0,
065,Champawat,Uttarakhand,Champawat,census_2011,exact,1.0,
067,Udham Singh Nagar,Uttarakhand,Udham Singh Nagar,census_2011,exact,1.0,
076,Sonipat,Haryana,Sonipat,census_2011,exact,1.0,
139,Baghpat,Uttar Pradesh,Baghpat,census_2011,exact,1.0,
138,Meerut,Uttar Pradesh,Meerut,census_2011,exact,1.0,
135,Moradabad,Uttar Pradesh,Moradabad,census_2011,exact,1.0,
101,Bikaner,Rajasthan,Bikaner,census_2011,exact,1.0,
136,Rampur,Uttar Pradesh,Rampur,census_2011,exact,1.0,
081,Bhiwani,Haryana,Bhiwani,census_2011,exact,1.0,
082,Rohtak,Haryana,Rohtak,census_2011,exact,1.0,
704,Shamli,Uttar Pradesh,Shamli,census_2011,exact,1.0,
043,Ferozepur,Punjab,Ferozepur,census_2011,exact,1.0,
773,Pathankot,Punjab,Pathankot,census_2011,exact,1.0,
019,Udhampur,Jammu and Kashmir,Udhampur,census_2011,exact,1.0,
022,Samba,Jammu and Kashmir,Samba,census_2011,exact,1.0,
036,Kapurthala,Punjab,Kapurthala,census_2011,exact,1.0,
069,Panchkula,Haryana,Panchkula,census_2011,exact,1.0,
070,Ambala,Haryana,Ambala,census_2011,exact,1.0,
235,Aurangabad,Bihar,Aurangabad,census_2011,exact,1.0,
716,Balrampur,Chhattisgarh,Balrampur,census_2011,exact,1.0,
182,Balrampur,Uttar Pradesh,Balrampur,census_2011,exact,1.0,
168,Hamirpur,Uttar Pradesh,Hamirpur,census_2011,exact,1.0,
028,Hamirpur,Himachal Pradesh,Hamirpur,census_2011,exact,1.0,
131,Pratapgarh,Rajasthan,Pratapgarh,census_2011,exact,1.0,
173,Pratapgarh,Uttar Pradesh,Pratapgarh,census_2011,exact,1.0,
030,Bilaspur,Himachal Pradesh,Bilaspur,census_2011,exact,1.0,
782,Niwari,Madhya Pradesh,Niwari,census_2011,exact,1.0,
992,Muzaffarabad,Jammu and Kashmir,Muzaffarabad,census_2011,exact,1.0,
991,Mirpur,Jammu and Kashmir,Mirpur,census_2011,exact,1.0,
587,Lakshadweep,Lakshadweep,Lakshadweep,census_2011,exact,1.0,
055,Chandigarh,Chandigarh,Chandigarh,census_2011,exact,1.0,
